team,mlbam_id,player_name,player_type,mlb_team,weeks_active,runs,home_runs,rbi,stolen_bases,at_bats,hits,walks,hit_by_pitch,sac_flies,obp,wins,strikeouts,saves,innings_pitched,outs_pitched,earned_runs,hits_allowed,walks_allowed,era,whip
Wendell,547973,Aroldis Chapman,pitcher,BOS,8,0,0,0,0,0,0,0,0,0,0.0,0,21,10,15.2,47,1,7,7,0.57,0.89
Wendell,608369,Corey Seager,hitter,TEX,8,22,7,20,1,156,28,22,2,2,0.286,0,0,0,0.0,0,0,0,0,0.0,0.0
Wendell,621020,Dansby Swanson,hitter,CHC,8,30,7,27,3,155,29,24,1,3,0.295,0,0,0,0.0,0,0,0,0,0.0,0.0
Wendell,656849,David Peterson,pitcher,NYM,8,0,0,0,0,0,0,0,0,0,0.0,2,46,0,43.1,130,26,51,17,5.4,1.57
Wendell,664285,Framber Valdez,pitcher,DET,8,0,0,0,0,0,0,0,0,0,0.0,2,42,0,50.0,150,24,51,17,4.32,1.36
Wendell,518692,Freddie Freeman,hitter,LAD,8,17,4,20,1,171,44,19,1,0,0.335,0,0,0,0.0,0,0,0,0,0.0,0.0
Wendell,696100,Hunter Goodman,hitter,COL,8,28,12,21,1,166,42,12,3,0,0.315,0,0,0,0.0,0,0,0,0,0.0,0.0
Wendell,657746,Joe Ryan,pitcher,MIN,8,0,0,0,0,0,0,0,0,0,0.0,2,52,0,50.2,152,18,37,14,3.2,1.01
Wendell,606466,Ketel Marte,hitter,AZ,8,21,5,15,0,167,36,13,0,0,0.272,0,0,0,0.0,0,0,0,0,0.0,0.0
Wendell,669302,Logan Gilbert,pitcher,SEA,8,0,0,0,0,0,0,0,0,0,0.0,2,57,0,56.2,170,28,53,12,4.45,1.15
Wendell,542303,Marcell Ozuna,hitter,PIT,8,14,5,16,0,148,27,16,2,0,0.271,0,0,0,0.0,0,0,0,0,0.0,0.0
Wendell,545361,Mike Trout,hitter,LAA,8,33,11,23,5,164,39,41,3,0,0.399,0,0,0,0.0,0,0,0,0,0.0,0.0
Wendell,543135,Nathan Eovaldi,pitcher,TEX,8,0,0,0,0,0,0,0,0,0,0.0,5,55,0,54.2,164,22,51,12,3.62,1.15
Wendell,669357,Nolan Gorman,hitter,STL,8,16,5,23,0,148,35,19,0,3,0.318,0,0,0,0.0,0,0,0,0,0.0,0.0
Wendell,624413,Pete Alonso,hitter,BAL,8,28,8,25,1,180,39,21,1,1,0.3,0,0,0,0.0,0,0,0,0,0.0,0.0
Wendell,621493,Taylor Ward,hitter,BAL,8,30,1,13,1,165,43,47,1,1,0.425,0,0,0,0.0,0,0,0,0,0.0,0.0
Wendell,607208,Trea Turner,hitter,PHI,8,31,5,16,6,196,47,14,0,1,0.289,0,0,0,0.0,0,0,0,0,0.0,0.0
Wendell,669373,Tarik Skubal,pitcher,DET,7,0,0,0,0,0,0,0,0,0,0.0,3,45,0,43.1,130,13,35,6,2.7,0.95
Wendell,607192,Tyler Glasnow,pitcher,LAD,7,0,0,0,0,0,0,0,0,0,0.0,3,49,0,39.2,119,12,20,13,2.72,0.83
Wendell,643377,Griffin Jax,pitcher,TB,6,0,0,0,0,0,0,0,0,0,0.0,1,17,0,19.0,57,5,13,11,2.37,1.26
Wendell,607074,Carlos Rodon,pitcher,NYY,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0
Wendell,592791,Jameson Taillon,pitcher,CHC,1,0,0,0,0,0,0,0,0,0,0.0,0,2,0,5.0,15,8,8,1,14.4,1.8
Wendell,607625,Seth Lugo,pitcher,KC,1,0,0,0,0,0,0,0,0,0,0.0,0,4,0,5.0,15,5,8,2,9.0,2.0
Matt,668930,Brice Turang,hitter,MIL,8,37,6,28,9,157,45,32,0,1,0.405,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,702332,Caleb Durbin,hitter,BOS,8,14,1,14,4,139,23,11,4,0,0.247,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,670280,David Bednar,pitcher,NYY,8,0,0,0,0,0,0,0,0,0,0.0,1,23,10,20.0,60,11,24,7,4.95,1.55
Matt,665795,Edward Cabrera,pitcher,CHC,8,0,0,0,0,0,0,0,0,0,0.0,3,45,0,51.0,153,23,49,18,4.06,1.31
Matt,682829,Elly De La Cruz,hitter,CIN,8,35,11,31,9,189,57,18,1,1,0.364,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,669923,George Kirby,pitcher,SEA,8,0,0,0,0,0,0,0,0,0,0.0,5,52,0,62.2,188,24,58,16,3.45,1.18
Matt,695578,James Wood,hitter,WSH,8,39,12,29,7,178,43,39,4,0,0.389,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,661395,Jhoan Duran,pitcher,PHI,8,0,0,0,0,0,0,0,0,0,0.0,1,19,7,11.2,35,2,8,5,1.54,1.11
Matt,647304,Josh Naylor,hitter,SEA,8,14,5,21,10,177,44,17,1,1,0.316,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,663656,Kyle Tucker,hitter,LAD,8,32,4,23,3,166,43,25,1,2,0.356,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,672580,Maikel Garcia,hitter,KC,8,27,3,19,4,184,50,19,0,2,0.337,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,521692,Salvador Perez,hitter,KC,8,19,8,21,0,178,37,9,3,3,0.254,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,677800,Wilyer Abreu,hitter,BOS,8,21,6,19,3,170,51,20,0,1,0.372,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,670541,Yordan Alvarez,hitter,HOU,8,33,16,32,1,178,58,30,4,1,0.432,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,621043,Carlos Correa,hitter,HOU,7,22,3,16,1,122,34,18,0,1,0.369,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,605400,Aaron Nola,pitcher,PHI,6,0,0,0,0,0,0,0,0,0,0.0,1,30,0,34.1,103,26,43,15,6.82,1.69
Matt,445276,Kenley Jansen,pitcher,DET,6,0,0,0,0,0,0,0,0,0,0.0,1,13,6,10.2,32,4,7,4,3.38,1.03
Matt,673357,Luis Robert Jr.,hitter,NYM,6,10,2,8,2,85,20,13,0,0,0.337,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,656730,Trevor Megill,pitcher,MIL,6,0,0,0,0,0,0,0,0,0,0.0,0,15,2,12.0,36,9,11,3,6.75,1.17
Matt,641941,Emilio Pagan,pitcher,CIN,5,0,0,0,0,0,0,0,0,0,0.0,2,5,3,8.2,26,5,8,3,5.19,1.27
Matt,621242,Edwin Diaz,pitcher,LAD,4,0,0,0,0,0,0,0,0,0,0.0,1,10,4,6.0,18,7,9,5,10.5,2.33
Matt,682622,Noelvi Marte,hitter,CIN,4,2,0,0,1,29,4,2,0,0,0.194,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,650489,Willi Castro,hitter,COL,4,12,1,8,1,69,18,8,0,1,0.333,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,608379,Michael Wacha,pitcher,KC,3,0,0,0,0,0,0,0,0,0,0.0,2,19,0,25.0,75,9,19,8,3.24,1.08
Matt,682243,Bryce Miller,pitcher,SEA,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,608032,Carlos Estevez,pitcher,KC,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.1,1,6,4,2,162.0,18.0
Matt,686613,Hunter Brown,pitcher,HOU,2,0,0,0,0,0,0,0,0,0,0.0,1,17,0,10.2,32,1,5,6,0.84,1.03
Matt,623352,Josh Hader,pitcher,HOU,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,669701,Josh Smith,hitter,TEX,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,650333,Luis Arraez,hitter,SF,1,6,2,2,0,29,12,5,0,0,0.5,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,677960,Ryan Weathers,pitcher,NYY,1,0,0,0,0,0,0,0,0,0,0.0,0,9,0,6.1,19,2,1,3,2.84,0.63
Matt,668715,Spencer Steer,hitter,CIN,1,9,0,4,0,26,10,2,0,0,0.429,0,0,0,0.0,0,0,0,0,0.0,0.0
Matt,837227,Tatsuya Imai,pitcher,HOU,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,694477,Chad Patrick,pitcher,MIL,8,0,0,0,0,0,0,0,0,0,0.0,2,29,1,39.1,118,12,32,17,2.75,1.25
Michael,695657,Colson Montgomery,hitter,CWS,8,24,13,31,2,168,40,18,7,0,0.337,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,695734,Daylen Lile,hitter,WSH,8,30,7,25,3,184,50,16,1,2,0.33,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,694497,Evan Carter,hitter,TEX,8,18,5,13,6,138,23,24,1,1,0.293,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,683004,Jack Leiter,pitcher,TEX,8,0,0,0,0,0,0,0,0,0,0.0,1,55,0,49.2,149,24,45,21,4.35,1.33
Michael,702616,Jackson Holliday,hitter,BAL,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,666139,Josh Lowe,hitter,LAA,8,7,4,10,1,112,20,6,1,1,0.225,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,668901,Mark Vientos,hitter,NYM,8,15,6,22,0,137,32,7,1,1,0.274,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,691026,Masyn Winn,hitter,STL,8,18,1,17,4,153,39,14,5,3,0.331,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,669461,Matthew Liberatore,pitcher,STL,8,0,0,0,0,0,0,0,0,0,0.0,2,34,0,47.0,141,23,53,18,4.4,1.51
Michael,701762,Nick Kurtz,hitter,ATH,8,29,8,29,5,160,43,44,2,0,0.432,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,702070,Noah Cameron,pitcher,KC,8,0,0,0,0,0,0,0,0,0,0.0,2,36,0,41.2,125,25,50,14,5.4,1.54
Michael,672640,Otto Lopez,hitter,MIA,8,28,4,21,7,183,63,7,3,2,0.374,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,672282,Reid Detmers,pitcher,LAA,8,0,0,0,0,0,0,0,0,0,0.0,1,53,0,49.1,148,24,45,17,4.38,1.26
Michael,680732,Sean Burke,pitcher,CWS,8,0,0,0,0,0,0,0,0,0,0.0,2,48,0,54.1,163,23,50,11,3.81,1.12
Michael,669127,Shea Langeliers,hitter,ATH,8,32,12,27,0,169,57,16,1,1,0.396,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,681481,Kerry Carpenter,hitter,DET,7,11,6,17,0,102,22,11,2,2,0.299,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,671737,Taj Bradley,pitcher,MIN,7,0,0,0,0,0,0,0,0,0,0.0,4,52,0,47.0,141,15,39,17,2.87,1.19
Michael,669432,Trevor Rogers,pitcher,BAL,7,0,0,0,0,0,0,0,0,0,0.0,2,27,0,30.1,91,16,34,10,4.75,1.45
Michael,663554,Casey Mize,pitcher,DET,6,0,0,0,0,0,0,0,0,0,0.0,2,35,0,31.0,93,10,26,11,2.9,1.19
Michael,666018,Jonathan Aranda,hitter,TB,6,20,6,27,0,122,35,21,3,4,0.393,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,691023,Jordan Walker,hitter,STL,6,27,11,26,6,143,43,15,1,1,0.369,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,686611,Dylan Crews,hitter,WSH,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,804606,Konnor Griffin,hitter,PIT,2,1,0,1,0,9,1,2,1,0,0.333,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,622663,Luis Severino,pitcher,ATH,2,0,0,0,0,0,0,0,0,0,0.0,0,14,0,16.1,49,8,23,8,4.41,1.9
Michael,664074,Cody Ponce,pitcher,TOR,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,686555,Isaac Collins,hitter,KC,1,1,0,2,1,19,3,3,2,1,0.32,0,0,0,0.0,0,0,0,0,0.0,0.0
Michael,605397,Joe Musgrove,pitcher,SD,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0
Paul,621439,Byron Buxton,hitter,MIN,8,33,15,23,4,169,44,13,2,1,0.319,0,0,0,0.0,0,0,0,0,0.0,0.0
Paul,671922,Cade Smith,pitcher,CLE,8,0,0,0,0,0,0,0,0,0,0.0,2,33,15,22.2,68,8,20,7,3.18,1.19
Paul,682998,Corbin Carroll,hitter,AZ,8,31,7,24,6,151,42,27,2,2,0.39,0,0,0,0.0,0,0,0,0,0.0,0.0
Paul,650911,Cristopher Sanchez,pitcher,PHI,8,0,0,0,0,0,0,0,0,0,0.0,5,80,0,64.1,193,13,63,14,1.82,1.2
Paul,642207,Devin Williams,pitcher,NYM,8,0,0,0,0,0,0,0,0,0,0.0,3,26,6,16.2,50,8,15,8,4.32,1.38
Paul,686948,Drake Baldwin,hitter,ATL,8,39,13,38,1,186,56,23,3,1,0.385,0,0,0,0.0,0,0,0,0,0.0,0.0
Paul,672695,Geraldo Perdomo,hitter,AZ,8,17,2,12,7,146,33,27,0,2,0.343,0,0,0,0.0,0,0,0,0,0.0,0.0
Paul,670623,Isaac Paredes,hitter,HOU,8,19,4,19,0,157,40,15,6,0,0.343,0,0,0,0.0,0,0,0,0,0.0,0.0
Paul,669394,Jake Burger,hitter,TEX,8,18,8,31,1,168,39,9,1,1,0.274,0,0,0,0.0,0,0,0,0,0.0,0.0
Paul,656546,Jeff Hoffman,pitcher,TOR,8,0,0,0,0,0,0,0,0,0,0.0,2,35,3,20.0,60,13,30,8,5.85,1.9
Paul,695243,Mason Miller,pitcher,SD,8,0,0,0,0,0,0,0,0,0,0.0,1,44,14,21.0,63,2,10,6,0.86,0.76
Paul,666157,Nick Lodolo,pitcher,CIN,8,0,0,0,0,0,0,0,0,0,0.0,0,8,0,9.1,28,9,11,4,8.68,1.61
Paul,645277,Ozzie Albies,hitter,ATL,8,31,8,25,0,182,50,14,2,3,0.328,0,0,0,0.0,0,0,0,0,0.0,0.0
Paul,646240,Rafael Devers,hitter,SF,8,18,5,20,0,178,44,14,0,3,0.297,0,0,0,0.0,0,0,0,0,0.0,0.0
Paul,668227,Randy Arozarena,hitter,SEA,8,32,4,18,12,173,52,20,6,3,0.386,0,0,0,0.0,0,0,0,0,0.0,0.0
Paul,676254,Ryan Walker,pitcher,SF,8,0,0,0,0,0,0,0,0,0,0.0,0,14,3,15.1,46,11,19,10,6.46,1.89
Paul,608331,Max Fried,pitcher,NYY,7,0,0,0,0,0,0,0,0,0,0.0,3,44,0,52.1,157,19,36,17,3.27,1.01
Paul,607043,Brandon Nimmo,hitter,TEX,6,11,3,9,0,136,32,14,2,1,0.314,0,0,0,0.0,0,0,0,0,0.0,0.0
Paul,664854,Ryan Helsley,pitcher,BAL,6,0,0,0,0,0,0,0,0,0,0.0,0,15,7,10.2,32,3,7,7,2.53,1.31
Paul,694671,Wyatt Langford,hitter,TEX,5,9,1,4,3,80,19,4,0,0,0.274,0,0,0,0.0,0,0,0,0,0.0,0.0
