mlbam_id,player_name,team,weekly_pa,weekly_ab,weekly_r,weekly_hr,weekly_rbi,weekly_sb,weekly_h,weekly_bb,weekly_hbp,weekly_sf,weekly_obp,weekly_ip,weekly_w,weekly_sv,weekly_k,weekly_er,weekly_pitch_h,weekly_pitch_bb,weekly_era,weekly_whip
805999,A.J. Ewing,NYM,31,27,3,2,6,1,8,4,0,0,0.387,0.0,0,0,0,0,0,0,0.00,0.00
621345,A.J. Minter,NYM,0,0,0,0,0,0,0,0,0,0,0.000,3.2,1,0,3,0,2,0,0.00,0.55
805123,AJ Blubaugh,HOU,0,0,0,0,0,0,0,0,0,0,0.000,6.0,1,0,6,1,5,2,1.50,1.17
676879,Aaron Ashby,MIL,0,0,0,0,0,0,0,0,0,0,0.000,3.2,0,0,5,2,1,4,4.91,1.36
650644,Aaron Civale,ATH,0,0,0,0,0,0,0,0,0,0,0.000,9.0,0,0,7,6,13,1,6.00,1.56
605400,Aaron Nola,PHI,0,0,0,0,0,0,0,0,0,0,0.000,5.0,0,0,5,2,3,2,3.60,1.00
682842,Abner Uribe,MIL,0,0,0,0,0,0,0,0,0,0,0.000,4.2,0,0,3,0,2,0,0.00,0.43
671936,Adam Macko,TOR,0,0,0,0,0,0,0,0,0,0,0.000,2.1,0,0,2,0,1,4,0.00,2.14
668939,Adley Rutschman,BAL,4,3,1,0,0,0,1,1,0,0,0.500,0.0,0,0,0,0,0,0,0.00,0.00
680728,Adrian Del Castillo,AZ,11,11,0,0,0,0,2,0,0,0,0.182,0.0,0,0,0,0,0,0,0.00,0.00
605288,Adrian Houser,SF,0,0,0,0,0,0,0,0,0,0,0.000,2.1,0,0,1,0,0,0,0.00,0.00
670970,Adrian Morejon,SD,0,0,0,0,0,0,0,0,0,0,0.000,3.0,0,0,3,0,2,0,0.00,0.67
660604,Alan Rangel,PHI,0,0,0,0,0,0,0,0,0,0,0.000,9.0,0,0,8,5,9,2,5.00,1.22
544150,Albert Suárez,BAL,0,0,0,0,0,0,0,0,0,0,0.000,6.0,0,0,5,1,3,1,1.50,0.67
664761,Alec Bohm,PHI,25,22,2,0,2,0,3,2,1,0,0.240,0.0,0,0,0,0,0,0,0.00,0.00
676475,Alec Burleson,STL,22,18,1,0,2,0,3,2,2,0,0.318,0.0,0,0,0,0,0,0,0.00,0.00
672386,Alejandro Kirk,TOR,21,20,2,1,2,0,3,0,0,1,0.143,0.0,0,0,0,0,0,0,0.00,0.00
696030,Alejandro Osuna,TEX,28,26,2,0,3,0,7,2,0,0,0.321,0.0,0,0,0,0,0,0,0.00,0.00
608324,Alex Bregman,CHC,28,22,3,0,2,0,2,4,1,1,0.250,0.0,0,0,0,0,0,0,0.00,0.00
669743,Alex Call,LAD,15,12,3,1,2,0,5,2,0,1,0.467,0.0,0,0,0,0,0,0,0.00,0.00
