mlbam_id,player_name,team,weekly_pa,weekly_ab,weekly_r,weekly_hr,weekly_rbi,weekly_sb,weekly_h,weekly_bb,weekly_hbp,weekly_sf,weekly_obp,weekly_ip,weekly_w,weekly_sv,weekly_k,weekly_er,weekly_pitch_h,weekly_pitch_bb,weekly_era,weekly_whip
805123,AJ Blubaugh,HOU,0,0,0,0,0,0,0,0,0,0,0.000,4.2,1,0,5,1,4,3,1.93,1.50
676879,Aaron Ashby,MIL,0,0,0,0,0,0,0,0,0,0,0.000,1.1,2,0,3,0,2,1,0.00,2.25
607481,Aaron Bummer,ATL,0,0,0,0,0,0,0,0,0,0,0.000,1.1,0,0,2,3,5,0,20.25,3.75
650644,Aaron Civale,ATH,0,0,0,0,0,0,0,0,0,0,0.000,4.2,0,0,4,5,11,1,9.64,2.57
592450,Aaron Judge,NYY,30,27,6,5,7,1,7,3,0,0,0.333,0.0,0,0,0,0,0,0,0.00,0.00
605400,Aaron Nola,PHI,0,0,0,0,0,0,0,0,0,0,0.000,5.0,0,0,5,3,8,2,5.40,2.00
682842,Abner Uribe,MIL,0,0,0,0,0,0,0,0,0,0,0.000,3.2,1,2,3,1,2,2,2.45,1.09
624428,Adam Frazier,LAA,21,18,6,1,2,0,6,1,1,0,0.400,0.0,0,0,0,0,0,0,0.00,0.00
666969,Adolis García,PHI,24,19,2,0,1,0,4,5,0,0,0.375,0.0,0,0,0,0,0,0,0.00,0.00
680728,Adrian Del Castillo,AZ,17,16,3,1,4,0,4,1,0,0,0.294,0.0,0,0,0,0,0,0,0.00,0.00
605288,Adrian Houser,SF,0,0,0,0,0,0,0,0,0,0,0.000,5.2,0,0,1,4,7,2,6.35,1.59
670970,Adrian Morejon,SD,0,0,0,0,0,0,0,0,0,0,0.000,4.0,1,0,5,0,0,1,0.00,0.25
682663,Agustín Ramírez,MIA,23,21,3,1,6,0,5,1,0,1,0.261,0.0,0,0,0,0,0,0,0.00,0.00
544150,Albert Suárez,BAL,0,0,0,0,0,0,0,0,0,0,0.000,4.0,1,0,1,4,5,1,9.00,1.50
