mlbam_id,player_name,team,weekly_pa,weekly_ab,weekly_r,weekly_hr,weekly_rbi,weekly_sb,weekly_h,weekly_bb,weekly_hbp,weekly_sf,weekly_obp,weekly_ip,weekly_w,weekly_sv,weekly_k,weekly_er,weekly_pitch_h,weekly_pitch_bb,weekly_era,weekly_whip
805123,AJ Blubaugh,HOU,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,0,0,5,4,3,22.50,3.50
676879,Aaron Ashby,MIL,0,0,0,0,0,0,0,0,0,0,0.000,5.1,1,0,7,2,5,1,3.38,1.12
607481,Aaron Bummer,ATL,0,0,0,0,0,0,0,0,0,0,0.000,2.1,0,0,1,0,0,3,0.00,1.29
650644,Aaron Civale,ATH,0,0,0,0,0,0,0,0,0,0,0.000,10.2,1,0,9,1,6,4,0.84,0.94
592450,Aaron Judge,NYY,25,19,4,1,2,2,3,5,0,0,0.333,0.0,0,0,0,0,0,0,0.00,0.00
605400,Aaron Nola,PHI,0,0,0,0,0,0,0,0,0,0,0.000,6.0,0,0,3,3,5,1,4.50,1.00
682842,Abner Uribe,MIL,0,0,0,0,0,0,0,0,0,0,0.000,1.2,0,0,2,2,3,0,10.80,1.80
624428,Adam Frazier,LAA,12,8,2,0,1,0,1,4,0,0,0.417,0.0,0,0,0,0,0,0,0.00,0.00
668939,Adley Rutschman,BAL,14,13,1,0,1,0,3,1,0,0,0.286,0.0,0,0,0,0,0,0,0.00,0.00
666969,Adolis García,PHI,25,20,0,0,0,1,1,3,2,0,0.240,0.0,0,0,0,0,0,0,0.00,0.00
680728,Adrian Del Castillo,AZ,14,14,1,0,5,0,6,0,0,0,0.429,0.0,0,0,0,0,0,0,0.00,0.00
605288,Adrian Houser,SF,0,0,0,0,0,0,0,0,0,0,0.000,10.2,0,0,6,8,14,4,6.75,1.69
670970,Adrian Morejon,SD,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,0,1,6,10,0,27.00,5.00
682663,Agustín Ramírez,MIA,30,29,3,0,3,0,6,1,0,0,0.233,0.0,0,0,0,0,0,0,0.00,0.00
544150,Albert Suárez,BAL,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,0,1,0,1,0,0.00,0.50
664761,Alec Bohm,PHI,21,20,1,0,1,0,2,1,0,0,0.143,0.0,0,0,0,0,0,0,0.00,0.00
676475,Alec Burleson,STL,26,21,3,1,5,0,6,5,0,0,0.423,0.0,0,0,0,0,0,0,0.00,0.00
677950,Alek Thomas,AZ,19,16,2,0,1,1,2,1,1,0,0.222,0.0,0,0,0,0,0,0,0.00,0.00
608324,Alex Bregman,CHC,28,25,1,0,3,0,7,2,0,1,0.321,0.0,0,0,0,0,0,0,0.00,0.00
669743,Alex Call,LAD,5,4,0,0,0,0,1,1,0,0,0.400,0.0,0,0,0,0,0,0,0.00,0.00
690976,Alex Freeland,LAD,23,22,2,0,1,0,6,1,0,0,0.304,0.0,0,0,0,0,0,0,0.00,0.00
656638,Alex Lange,KC,0,0,0,0,0,0,0,0,0,0,0.000,3.1,0,0,4,1,3,1,2.70,1.20
681911,Alex Vesia,LAD,0,0,0,0,0,0,0,0,0,0,0.000,2.1,0,1,5,0,0,2,0.00,0.86
642708,Amed Rosario,NYY,20,18,2,2,5,0,6,2,0,0,0.400,0.0,0,0,0,0,0,0,0.00,0.00
701552,Andre Granillo,WSH,0,0,0,0,0,0,0,0,0,0,0.000,0.2,0,0,0,2,2,2,27.00,6.00
669467,Andre Pallante,STL,0,0,0,0,0,0,0,0,0,0,0.000,10.0,0,0,4,9,13,5,8.10,1.80
671096,Andrew Abbott,CIN,0,0,0,0,0,0,0,0,0,0,0.000,8.1,0,0,3,9,14,4,9.72,2.16
643217,Andrew Benintendi,CWS,20,18,2,0,1,0,3,2,0,0,0.250,0.0,0,0,0,0,0,0,0.00,0.00
694851,Andrew Hoffmann,AZ,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,0,2,1,2,1,4.50,1.50
457705,Andrew McCutchen,TEX,6,6,0,0,0,0,0,0,0,0,0.000,0.0,0,0,0,0,0,0,0.00,0.00
702193,Andrew Morris,MIN,0,0,0,0,0,0,0,0,0,0,0.000,3.0,0,0,2,1,6,0,3.00,2.00
677053,Andrew Nardi,MIA,0,0,0,0,0,0,0,0,0,0,0.000,1.0,0,0,0,0,1,0,0.00,1.00
691725,Andrew Painter,PHI,0,0,0,0,0,0,0,0,0,0,0.000,9.0,0,0,8,5,12,2,5.00,1.56
655316,Andruw Monasterio,BOS,6,3,1,0,0,0,0,3,0,0,0.500,0.0,0,0,0,0,0,0,0.00,0.00
665926,Andrés Giménez,TOR,23,21,2,0,2,1,6,1,0,0,0.318,0.0,0,0,0,0,0,0,0.00,0.00
662253,Andrés Muñoz,SEA,0,0,0,0,0,0,0,0,0,0,0.000,2.0,1,1,2,0,1,4,0.00,2.50
628451,Andy Ibáñez,ATH,4,4,0,0,0,0,0,0,0,0,0.000,0.0,0,0,0,0,0,0,0.00,0.00
681624,Andy Pages,LAD,24,22,2,1,7,1,8,2,0,0,0.417,0.0,0,0,0,0,0,0,0.00,0.00
682657,Angel Martínez,CLE,21,21,4,1,6,3,10,0,0,0,0.476,0.0,0,0,0,0,0,0,0.00,0.00
672582,Angel Zerpa,MIL,0,0,0,0,0,0,0,0,0,0,0.000,3.1,0,1,0,6,7,2,16.20,2.70
607455,Anthony Banda,MIN,0,0,0,0,0,0,0,0,0,0,0.000,3.1,0,0,3,7,8,1,18.90,2.70
669622,Anthony Bender,MIA,0,0,0,0,0,0,0,0,0,0,0.000,2.2,0,0,2,1,2,2,3.38,1.50
641743,Anthony Kay,CWS,0,0,0,0,0,0,0,0,0,0,0.000,5.2,1,0,6,0,3,2,0.00,0.88
689296,Anthony Nunez,BAL,0,0,0,0,0,0,0,0,0,0,0.000,2.2,0,0,5,0,1,0,0.00,0.38
622608,Antonio Senzatela,COL,0,0,0,0,0,0,0,0,0,0,0.000,4.1,0,1,6,0,0,2,0.00,0.46
547973,Aroldis Chapman,BOS,0,0,0,0,0,0,0,0,0,0,0.000,1.0,0,1,0,0,0,1,0.00,1.00
669720,Austin Hays,CWS,1,1,0,0,0,0,1,0,0,0,1.000,0.0,0,0,0,0,0,0,0.00,0.00
595978,Austin Hedges,CLE,11,10,2,0,0,0,3,1,0,0,0.364,0.1,0,0,0,0,0,0,0.00,0.00
668885,Austin Martin,MIN,19,13,5,0,0,1,5,5,1,0,0.579,0.0,0,0,0,0,0,0,0.00,0.00
663586,Austin Riley,ATL,28,23,6,0,4,1,7,5,0,0,0.429,0.0,0,0,0,0,0,0,0.00,0.00
596103,Austin Slater,MIA,10,9,0,0,0,0,2,1,0,0,0.300,0.0,0,0,0,0,0,0,0.00,0.00
669224,Austin Wells,NYY,17,15,1,1,1,0,2,2,0,0,0.235,0.0,0,0,0,0,0,0,0.00,0.00
642851,Austin Wynns,ATH,4,3,0,0,0,0,0,0,0,0,0.000,0.0,0,0,0,0,0,0,0.00,0.00
641927,Bailey Ober,MIN,0,0,0,0,0,0,0,0,0,0,0.000,5.2,1,0,2,2,5,1,3.18,1.06
676962,Ben Brown,CHC,0,0,0,0,0,0,0,0,0,0,0.000,4.0,0,0,6,1,4,1,2.25,1.25
676508,Ben Casparius,LAD,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,0,1,3,3,3,13.50,3.00
700250,Ben Rice,NYY,22,18,4,1,1,1,6,4,0,0,0.455,0.0,0,0,0,0,0,0,0.00,0.00
810938,Ben Williamson,TB,16,13,2,0,0,1,2,3,0,0,0.312,0.0,0,0,0,0,0,0,0.00,0.00
695257,Billy Cook,PIT,3,3,0,0,0,0,0,0,0,0,0.000,0.0,0,0,0,0,0,0,0.00,0.00
694918,Blade Tidwell,SF,0,0,0,0,0,0,0,0,0,0,0.000,3.0,0,0,3,2,3,1,6.00,1.33
663368,Blake Perkins,MIL,15,12,0,0,0,0,2,2,0,0,0.286,0.0,0,0,0,0,0,0,0.00,0.00
595014,Blake Treinen,LAD,0,0,0,0,0,0,0,0,0,0,0.000,2.1,0,0,2,0,0,2,0.00,0.86
677942,Blaze Alexander,BAL,13,12,1,0,0,1,2,0,1,0,0.231,0.0,0,0,0,0,0,0,0.00,0.00
666182,Bo Bichette,NYM,26,23,2,1,3,0,7,3,0,0,0.385,0.0,0,0,0,0,0,0,0.00,0.00
666310,Bo Naylor,CLE,9,7,0,0,0,0,0,2,0,0,0.222,0.0,0,0,0,0,0,0,0.00,0.00
677951,Bobby Witt Jr.,KC,31,26,0,0,4,4,8,5,0,0,0.419,0.0,0,0,0,0,0,0,0.00,0.00
641745,Brad Keller,PHI,0,0,0,0,0,0,0,0,0,0,0.000,3.0,0,0,4,1,3,1,3.00,1.33
695418,Brad Lord,WSH,0,0,0,0,0,0,0,0,0,0,0.000,4.2,0,0,5,1,1,1,1.93,0.43
699134,Bradgley Rodriguez,SD,0,0,0,0,0,0,0,0,0,0,0.000,4.0,0,0,4,0,5,1,0.00,1.50
691781,Brady House,WSH,26,25,1,1,3,0,5,1,0,0,0.231,0.0,0,0,0,0,0,0,0.00,0.00
663903,Brady Singer,CIN,0,0,0,0,0,0,0,0,0,0,0.000,2.2,0,0,3,5,10,0,16.88,3.75
685126,Brandon Eisert,CWS,0,0,0,0,0,0,0,0,0,0,0.000,1.0,0,0,1,2,3,0,18.00,3.00
663604,Brandon Lockridge,MIL,16,15,0,0,0,0,2,1,0,0,0.188,0.0,0,0,0,0,0,0,0.00,0.00
664040,Brandon Lowe,PIT,23,19,3,2,5,0,4,4,0,0,0.348,0.0,0,0,0,0,0,0,0.00,0.00
669016,Brandon Marsh,PHI,20,19,1,1,4,0,4,0,0,1,0.200,0.0,0,0,0,0,0,0,0.00,0.00
607043,Brandon Nimmo,TEX,26,24,3,2,5,0,8,2,0,0,0.385,0.0,0,0,0,0,0,0,0.00,0.00
694297,Brandon Pfaadt,AZ,0,0,0,0,0,0,0,0,0,0,0.000,6.0,0,0,6,3,5,3,4.50,1.33
687075,Brandon Sproat,MIL,0,0,0,0,0,0,0,0,0,0,0.000,3.2,0,0,3,1,4,3,2.45,1.91
678218,Brandon Valenzuela,TOR,16,15,2,1,2,0,2,1,0,0,0.188,0.0,0,0,0,0,0,0,0.00,0.00
682227,Brandon Williamson,CIN,0,0,0,0,0,0,0,0,0,0,0.000,10.2,1,0,7,3,6,7,2.53,1.22
605540,Brandon Woodruff,MIL,0,0,0,0,0,0,0,0,0,0,0.000,11.2,0,0,10,6,11,3,4.63,1.20
687064,Brandon Young,BAL,0,0,0,0,0,0,0,0,0,0,0.000,5.0,1,0,2,0,2,2,0.00,0.80
676428,Brant Hurter,DET,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,0,3,1,1,2,4.50,1.50
677952,Braxton Ashcraft,PIT,0,0,0,0,0,0,0,0,0,0,0.000,5.0,0,0,9,1,4,1,1.80,1.00
678394,Brayan Bello,BOS,0,0,0,0,0,0,0,0,0,0,0.000,10.0,1,0,7,5,11,6,4.50,1.70
677587,Brayan Rocchio,CLE,23,20,2,1,3,0,3,3,0,0,0.261,0.0,0,0,0,0,0,0,0.00,0.00
680755,Braydon Fisher,TOR,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,0,4,0,0,0,0.00,0.00
680977,Brendan Donovan,SEA,18,14,2,1,2,0,2,2,1,1,0.278,0.0,0,0,0,0,0,0,0.00,0.00
657514,Brennan Bernardino,COL,0,0,0,0,0,0,0,0,0,0,0.000,2.1,0,0,2,0,3,1,0.00,1.71
687396,Brent Headrick,NYY,0,0,0,0,0,0,0,0,0,0,0.000,3.1,0,0,5,2,5,2,5.40,2.10
667670,Brent Rooker,ATH,10,7,0,0,1,2,0,2,0,1,0.200,0.0,0,0,0,0,0,0,0.00,0.00
608718,Brent Suter,LAA,0,0,0,0,0,0,0,0,0,0,0.000,5.2,0,0,4,0,3,1,0.00,0.71
686668,Brenton Doyle,COL,21,18,5,1,1,1,4,3,0,0,0.333,0.0,0,0,0,0,0,0,0.00,0.00
683146,Brett Baty,NYM,21,19,0,0,3,1,4,0,0,2,0.190,0.0,0,0,0,0,0,0,0.00,0.00
664954,Brett Sullivan,COL,15,15,0,0,3,0,4,0,0,0,0.267,0.0,0,0,0,0,0,0,0.00,0.00
694728,Brice Matthews,HOU,6,5,0,0,1,0,1,1,0,0,0.333,0.0,0,0,0,0,0,0,0.00,0.00
668930,Brice Turang,MIL,19,14,6,2,3,2,4,5,0,0,0.474,0.0,0,0,0,0,0,0,0.00,0.00
656271,Brock Burke,CIN,0,0,0,0,0,0,0,0,0,0,0.000,2.1,0,0,2,1,1,1,3.86,0.86
