mlbam_id,player_name,team,weekly_pa,weekly_ab,weekly_r,weekly_hr,weekly_rbi,weekly_sb,weekly_h,weekly_bb,weekly_hbp,weekly_sf,weekly_obp,weekly_ip,weekly_w,weekly_sv,weekly_k,weekly_er,weekly_pitch_h,weekly_pitch_bb,weekly_era,weekly_whip
805123,AJ Blubaugh,HOU,0,0,0,0,0,0,0,0,0,0,0.000,4.2,0,0,6,1,2,2,1.93,0.86
676879,Aaron Ashby,MIL,0,0,0,0,0,0,0,0,0,0,0.000,2.2,0,0,4,1,2,2,3.38,1.50
607481,Aaron Bummer,ATL,0,0,0,0,0,0,0,0,0,0,0.000,2.2,1,0,3,4,5,1,13.50,2.25
650644,Aaron Civale,ATH,0,0,0,0,0,0,0,0,0,0,0.000,11.0,1,0,6,1,12,3,0.82,1.36
592450,Aaron Judge,NYY,27,21,8,3,5,0,9,5,1,0,0.556,0.0,0,0,0,0,0,0,0.00,0.00
682842,Abner Uribe,MIL,0,0,0,0,0,0,0,0,0,0,0.000,1.0,0,1,1,0,1,0,0.00,1.00
624428,Adam Frazier,LAA,10,10,1,0,0,0,2,0,0,0,0.200,0.0,0,0,0,0,0,0,0.00,0.00
668939,Adley Rutschman,BAL,20,20,3,1,6,0,4,0,0,0,0.200,0.0,0,0,0,0,0,0,0.00,0.00
666969,Adolis García,PHI,26,23,4,0,6,0,6,3,0,0,0.346,0.0,0,0,0,0,0,0,0.00,0.00
680728,Adrian Del Castillo,AZ,18,16,3,2,3,0,3,2,0,0,0.278,0.0,0,0,0,0,0,0,0.00,0.00
605288,Adrian Houser,SF,0,0,0,0,0,0,0,0,0,0,0.000,9.1,0,0,4,6,8,4,5.79,1.29
670970,Adrian Morejon,SD,0,0,0,0,0,0,0,0,0,0,0.000,4.1,0,0,6,3,3,2,6.23,1.15
682663,Agustín Ramírez,MIA,20,15,1,0,2,1,3,4,1,0,0.400,0.0,0,0,0,0,0,0,0.00,0.00
544150,Albert Suárez,BAL,0,0,0,0,0,0,0,0,0,0,0.000,2.2,0,0,3,1,1,4,3.38,1.88
664761,Alec Bohm,PHI,26,23,1,0,5,0,5,1,0,2,0.231,0.0,0,0,0,0,0,0,0.00,0.00
676475,Alec Burleson,STL,31,27,8,2,11,0,11,4,0,0,0.484,0.0,0,0,0,0,0,0,0.00,0.00
696030,Alejandro Osuna,TEX,15,12,1,0,2,0,2,2,1,0,0.333,0.0,0,0,0,0,0,0,0.00,0.00
677950,Alek Thomas,AZ,12,12,0,0,0,0,0,0,0,0,0.000,0.0,0,0,0,0,0,0,0.00,0.00
608324,Alex Bregman,CHC,25,21,4,0,2,0,4,4,0,0,0.320,0.0,0,0,0,0,0,0,0.00,0.00
669743,Alex Call,LAD,7,6,0,0,2,0,3,1,0,0,0.571,0.0,0,0,0,0,0,0,0.00,0.00
690976,Alex Freeland,LAD,15,14,0,0,0,0,3,0,0,0,0.214,0.0,0,0,0,0,0,0,0.00,0.00
695380,Alex Hoppe,SEA,0,0,0,0,0,0,0,0,0,0,0.000,3.2,0,0,7,3,3,3,7.36,1.64
656638,Alex Lange,KC,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,0,0,0,0,1,0.00,0.50
681911,Alex Vesia,LAD,0,0,0,0,0,0,0,0,0,0,0.000,2.1,0,0,4,0,0,2,0.00,0.86
642708,Amed Rosario,NYY,4,3,0,0,1,0,1,1,0,0,0.500,0.0,0,0,0,0,0,0,0.00,0.00
701552,Andre Granillo,WSH,0,0,0,0,0,0,0,0,0,0,0.000,3.0,0,0,2,0,3,3,0.00,2.00
669467,Andre Pallante,STL,0,0,0,0,0,0,0,0,0,0,0.000,6.0,1,0,6,1,5,0,1.50,0.83
671096,Andrew Abbott,CIN,0,0,0,0,0,0,0,0,0,0,0.000,6.0,1,0,5,2,5,2,3.00,1.17
643217,Andrew Benintendi,CWS,20,18,2,0,4,0,3,1,0,1,0.200,0.0,0,0,0,0,0,0,0.00,0.00
694851,Andrew Hoffmann,AZ,0,0,0,0,0,0,0,0,0,0,0.000,0.1,0,0,0,7,8,1,189.00,27.00
552640,Andrew Kittredge,BAL,0,0,0,0,0,0,0,0,0,0,0.000,1.1,0,0,3,7,9,1,47.25,7.50
457705,Andrew McCutchen,TEX,7,7,1,0,0,0,1,0,0,0,0.143,0.0,0,0,0,0,0,0,0.00,0.00
702193,Andrew Morris,MIN,0,0,0,0,0,0,0,0,0,0,0.000,8.0,1,0,5,2,7,2,2.25,1.12
677053,Andrew Nardi,MIA,0,0,0,0,0,0,0,0,0,0,0.000,2.2,1,0,3,0,2,2,0.00,1.50
691725,Andrew Painter,PHI,0,0,0,0,0,0,0,0,0,0,0.000,5.0,0,0,7,3,7,3,5.40,2.00
655316,Andruw Monasterio,BOS,6,5,0,0,0,0,0,1,0,0,0.167,0.0,0,0,0,0,0,0,0.00,0.00
665926,Andrés Giménez,TOR,19,18,1,0,0,0,2,0,1,0,0.158,0.0,0,0,0,0,0,0,0.00,0.00
662253,Andrés Muñoz,SEA,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,1,3,1,2,0,4.50,1.00
628451,Andy Ibáñez,NYM,3,2,0,0,1,0,0,0,0,1,0.000,0.0,0,0,0,0,0,0,0.00,0.00
681624,Andy Pages,LAD,24,22,3,0,2,1,5,2,0,0,0.292,0.0,0,0,0,0,0,0,0.00,0.00
682657,Angel Martínez,CLE,21,19,1,0,1,0,4,0,0,1,0.200,0.0,0,0,0,0,0,0,0.00,0.00
607455,Anthony Banda,MIN,0,0,0,0,0,0,0,0,0,0,0.000,2.2,0,0,2,3,3,2,10.12,1.88
669622,Anthony Bender,MIA,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,0,2,0,0,0,0.00,0.00
641743,Anthony Kay,CWS,0,0,0,0,0,0,0,0,0,0,0.000,9.0,0,0,7,6,14,3,6.00,1.89
683627,Anthony Molina,ATL,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,0,0,0,0,1,0.00,0.50
