mlbam_id,player_name,team,weekly_pa,weekly_ab,weekly_r,weekly_hr,weekly_rbi,weekly_sb,weekly_h,weekly_bb,weekly_hbp,weekly_sf,weekly_obp,weekly_ip,weekly_w,weekly_sv,weekly_k,weekly_er,weekly_pitch_h,weekly_pitch_bb,weekly_era,weekly_whip
805999,A.J. Ewing,NYM,25,22,3,0,1,3,7,2,0,1,0.360,0.0,0,0,0,0,0,0,0.00,0.00
621345,A.J. Minter,NYM,0,0,0,0,0,0,0,0,0,0,0.000,3.1,0,0,2,0,3,1,0.00,1.20
805123,AJ Blubaugh,HOU,0,0,0,0,0,0,0,0,0,0,0.000,4.0,1,0,7,2,3,1,4.50,1.00
676879,Aaron Ashby,MIL,0,0,0,0,0,0,0,0,0,0,0.000,2.1,0,0,2,2,4,1,7.71,2.14
605400,Aaron Nola,PHI,0,0,0,0,0,0,0,0,0,0,0.000,9.1,0,0,12,7,10,4,6.75,1.50
682842,Abner Uribe,MIL,0,0,0,0,0,0,0,0,0,0,0.000,1.0,0,0,0,1,3,0,9.00,3.00
624428,Adam Frazier,LAA,8,6,1,0,0,0,0,2,0,0,0.250,0.0,0,0,0,0,0,0,0.00,0.00
671936,Adam Macko,TOR,0,0,0,0,0,0,0,0,0,0,0.000,3.0,1,0,5,2,3,1,6.00,1.33
668939,Adley Rutschman,BAL,27,25,5,1,7,0,9,2,0,0,0.407,0.0,0,0,0,0,0,0,0.00,0.00
666969,Adolis García,PHI,22,22,3,2,4,1,6,0,0,0,0.273,0.0,0,0,0,0,0,0,0.00,0.00
680728,Adrian Del Castillo,AZ,2,2,0,0,0,0,0,0,0,0,0.000,1.2,0,0,0,1,4,0,5.40,2.40
605288,Adrian Houser,SF,0,0,0,0,0,0,0,0,0,0,0.000,4.1,0,0,5,2,5,3,4.15,1.85
670970,Adrian Morejon,SD,0,0,0,0,0,0,0,0,0,0,0.000,1.1,0,0,2,3,3,1,20.25,3.00
544150,Albert Suárez,BAL,0,0,0,0,0,0,0,0,0,0,0.000,4.0,0,0,5,5,8,1,11.25,2.25
664761,Alec Bohm,PHI,24,23,2,1,6,1,8,1,0,0,0.375,0.0,0,0,0,0,0,0,0.00,0.00
676475,Alec Burleson,STL,27,24,6,1,5,0,9,3,0,0,0.444,0.0,0,0,0,0,0,0,0.00,0.00
696030,Alejandro Osuna,TEX,10,9,0,0,1,2,2,1,0,0,0.300,0.0,0,0,0,0,0,0,0.00,0.00
608324,Alex Bregman,CHC,27,24,1,0,1,0,2,3,0,0,0.185,0.0,0,0,0,0,0,0,0.00,0.00
669743,Alex Call,LAD,19,17,1,0,0,0,2,1,1,0,0.211,0.0,0,0,0,0,0,0,0.00,0.00
690976,Alex Freeland,LAD,21,17,2,0,3,1,4,2,1,0,0.350,0.0,0,0,0,0,0,0,0.00,0.00
695380,Alex Hoppe,SEA,0,0,0,0,0,0,0,0,0,0,0.000,3.0,0,0,4,3,3,0,9.00,1.00
656577,Alex Jackson,MIN,10,10,1,0,1,0,3,0,0,0,0.300,0.0,0,0,0,0,0,0,0.00,0.00
656638,Alex Lange,KC,0,0,0,0,0,0,0,0,0,0,0.000,4.0,0,3,7,0,3,2,0.00,1.25
681911,Alex Vesia,LAD,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,0,3,2,2,2,9.00,2.00
645305,Ali Sánchez,NYY,2,2,0,0,0,0,0,0,0,0,0.000,0.0,0,0,0,0,0,0,0.00,0.00
675961,Alika Williams,ATH,12,11,3,0,1,0,2,1,0,0,0.250,0.0,0,0,0,0,0,0,0.00,0.00
695001,Alimber Santa,HOU,0,0,0,0,0,0,0,0,0,0,0.000,3.0,0,0,4,1,1,4,3.00,1.67
642708,Amed Rosario,NYY,9,8,1,0,0,1,1,1,0,0,0.222,0.0,0,0,0,0,0,0,0.00,0.00
669467,Andre Pallante,STL,0,0,0,0,0,0,0,0,0,0,0.000,5.2,1,0,5,1,3,2,1.59,0.88
671096,Andrew Abbott,CIN,0,0,0,0,0,0,0,0,0,0,0.000,6.0,0,0,5,3,5,4,4.50,1.50
674841,Andrew Alvarez,WSH,0,0,0,0,0,0,0,0,0,0,0.000,4.2,0,0,5,1,4,1,1.93,1.07
643217,Andrew Benintendi,CWS,23,18,5,2,5,0,5,5,0,0,0.435,0.0,0,0,0,0,0,0,0.00,0.00
552640,Andrew Kittredge,BAL,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,0,2,1,2,0,4.50,1.00
702193,Andrew Morris,MIN,0,0,0,0,0,0,0,0,0,0,0.000,4.1,0,0,8,5,9,1,10.38,2.31
691725,Andrew Painter,PHI,0,0,0,0,0,0,0,0,0,0,0.000,4.2,0,0,4,6,8,2,11.57,2.14
683734,Andrew Vaughn,MIL,21,21,3,0,5,0,7,0,0,0,0.333,0.0,0,0,0,0,0,0,0.00,0.00
655316,Andruw Monasterio,BOS,6,6,1,1,1,0,3,0,0,0,0.500,0.0,0,0,0,0,0,0,0.00,0.00
665953,Andrés Chaparro,WSH,3,2,0,0,0,0,0,1,0,0,0.333,0.0,0,0,0,0,0,0,0.00,0.00
665926,Andrés Giménez,TOR,21,20,1,0,2,1,6,0,1,0,0.333,0.0,0,0,0,0,0,0,0.00,0.00
662253,Andrés Muñoz,SEA,0,0,0,0,0,0,0,0,0,0,0.000,1.2,0,0,1,2,1,2,10.80,1.80
681624,Andy Pages,LAD,28,26,2,1,3,0,5,1,0,1,0.214,0.0,0,0,0,0,0,0,0.00,0.00
682657,Angel Martínez,CLE,23,22,1,0,0,1,3,0,1,0,0.174,0.0,0,0,0,0,0,0,0.00,0.00
607455,Anthony Banda,MIN,0,0,0,0,0,0,0,0,0,0,0.000,2.1,0,0,5,0,3,1,0.00,1.71
669622,Anthony Bender,MIA,0,0,0,0,0,0,0,0,0,0,0.000,3.0,0,1,4,0,1,0,0.00,0.33
641743,Anthony Kay,CWS,0,0,0,0,0,0,0,0,0,0,0.000,4.0,0,0,4,6,7,2,13.50,2.25
689296,Anthony Nunez,BAL,0,0,0,0,0,0,0,0,0,0,0.000,3.0,0,0,3,0,3,0,0.00,1.00
