mlbam_id,player_name,team,weekly_pa,weekly_ab,weekly_r,weekly_hr,weekly_rbi,weekly_sb,weekly_h,weekly_bb,weekly_hbp,weekly_sf,weekly_obp,weekly_ip,weekly_w,weekly_sv,weekly_k,weekly_er,weekly_pitch_h,weekly_pitch_bb,weekly_era,weekly_whip
805999,A.J. Ewing,NYM,28,23,4,0,0,1,6,3,1,0,0.370,0.0,0,0,0,0,0,0,0.00,0.00
621345,A.J. Minter,MIN,0,0,0,0,0,0,0,0,0,0,0.000,2.2,0,0,1,1,2,1,3.38,1.12
805123,AJ Blubaugh,HOU,0,0,0,0,0,0,0,0,0,0,0.000,2.2,0,0,3,1,3,1,3.38,1.50
676879,Aaron Ashby,MIL,0,0,0,0,0,0,0,0,0,0,0.000,5.0,1,0,11,0,3,2,0.00,1.00
607481,Aaron Bummer,KC,0,0,0,0,0,0,0,0,0,0,0.000,0.1,0,0,0,3,2,1,81.00,9.00
650644,Aaron Civale,CHC,0,0,0,0,0,0,0,0,0,0,0.000,3.0,0,0,3,1,4,0,3.00,1.33
605400,Aaron Nola,PHI,0,0,0,0,0,0,0,0,0,0,0.000,11.0,0,0,13,5,12,4,4.09,1.45
694673,Abimelec Ortiz,WSH,21,20,2,2,4,0,5,1,0,0,0.286,0.0,0,0,0,0,0,0,0.00,0.00
682842,Abner Uribe,MIL,0,0,0,0,0,0,0,0,0,0,0.000,4.0,0,0,4,0,1,3,0.00,1.00
624428,Adam Frazier,LAA,8,8,0,0,0,0,1,0,0,0,0.125,0.0,0,0,0,0,0,0,0.00,0.00
680728,Adrian Del Castillo,AZ,4,3,1,0,0,0,1,0,0,0,0.333,0.0,0,0,0,0,0,0,0.00,0.00
605288,Adrian Houser,SF,0,0,0,0,0,0,0,0,0,0,0.000,5.1,1,0,4,1,6,1,1.69,1.31
670970,Adrian Morejon,SD,0,0,0,0,0,0,0,0,0,0,0.000,2.1,0,0,5,0,1,1,0.00,0.86
682663,Agustín Ramírez,MIA,11,9,1,0,0,0,3,2,0,0,0.455,0.0,0,0,0,0,0,0,0.00,0.00
702176,Alan Roden,MIN,9,7,0,0,1,0,1,1,0,1,0.222,0.0,0,0,0,0,0,0,0.00,0.00
544150,Albert Suárez,BAL,0,0,0,0,0,0,0,0,0,0,0.000,4.0,0,0,1,2,2,2,4.50,1.00
664761,Alec Bohm,PHI,29,24,2,0,3,0,6,4,0,1,0.345,0.0,0,0,0,0,0,0,0.00,0.00
676475,Alec Burleson,STL,24,20,6,4,7,0,5,4,0,0,0.375,0.0,0,0,0,0,0,0,0.00,0.00
672386,Alejandro Kirk,TOR,26,23,2,1,5,0,8,1,0,2,0.346,0.0,0,0,0,0,0,0,0.00,0.00
696030,Alejandro Osuna,TEX,2,2,1,0,0,0,0,0,0,0,0.000,0.0,0,0,0,0,0,0,0.00,0.00
608324,Alex Bregman,CHC,33,32,5,1,6,1,9,1,0,0,0.303,0.0,0,0,0,0,0,0,0.00,0.00
669743,Alex Call,LAD,3,2,0,0,0,0,0,0,1,0,0.333,0.0,0,0,0,0,0,0,0.00,0.00
695380,Alex Hoppe,BAL,0,0,0,0,0,0,0,0,0,0,0.000,1.2,0,0,0,0,3,0,0.00,1.80
656577,Alex Jackson,MIN,1,1,1,0,0,0,0,0,0,0,0.000,0.0,0,0,0,0,0,0,0.00,0.00
656638,Alex Lange,KC,0,0,0,0,0,0,0,0,0,0,0.000,1.0,0,0,1,0,0,1,0.00,1.00
681911,Alex Vesia,LAD,0,0,0,0,0,0,0,0,0,0,0.000,1.2,0,0,1,2,2,2,10.80,2.40
645305,Ali Sánchez,NYY,1,1,0,0,0,0,0,0,0,0,0.000,0.0,0,0,0,0,0,0,0.00,0.00
675961,Alika Williams,ATH,13,11,1,0,0,0,2,1,1,0,0.308,0.0,0,0,0,0,0,0,0.00,0.00
642708,Amed Rosario,NYY,5,4,0,0,0,0,0,1,0,0,0.200,0.0,0,0,0,0,0,0,0.00,0.00
669467,Andre Pallante,STL,0,0,0,0,0,0,0,0,0,0,0.000,5.1,1,0,4,1,3,3,1.69,1.12
671096,Andrew Abbott,CIN,0,0,0,0,0,0,0,0,0,0,0.000,6.2,1,0,4,3,7,2,4.05,1.35
674841,Andrew Alvarez,WSH,0,0,0,0,0,0,0,0,0,0,0.000,11.2,0,0,7,3,6,4,2.31,0.86
643217,Andrew Benintendi,CWS,12,11,2,0,0,0,3,0,1,0,0.333,0.0,0,0,0,0,0,0,0.00,0.00
552640,Andrew Kittredge,BAL,0,0,0,0,0,0,0,0,0,0,0.000,3.0,0,1,1,0,1,0,0.00,0.33
702193,Andrew Morris,MIN,0,0,0,0,0,0,0,0,0,0,0.000,2.2,0,0,1,0,1,3,0.00,1.50
691725,Andrew Painter,PHI,0,0,0,0,0,0,0,0,0,0,0.000,4.0,0,0,4,1,3,1,2.25,1.00
687605,Andrew Pinckney,WSH,2,2,3,1,1,1,1,0,0,0,0.500,0.0,0,0,0,0,0,0,0.00,0.00
683734,Andrew Vaughn,MIL,22,19,2,1,6,0,6,3,0,0,0.409,0.0,0,0,0,0,0,0,0.00,0.00
655316,Andruw Monasterio,BOS,27,23,3,0,8,1,8,3,0,1,0.407,0.0,0,0,0,0,0,0,0.00,0.00
665953,Andrés Chaparro,WSH,17,16,2,0,7,0,5,1,0,0,0.353,0.0,0,0,0,0,0,0,0.00,0.00
665926,Andrés Giménez,TOR,29,26,3,1,6,2,8,1,1,1,0.345,0.0,0,0,0,0,0,0,0.00,0.00
662253,Andrés Muñoz,SEA,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,1,4,0,0,0,0.00,0.00
681624,Andy Pages,LAD,25,23,2,1,2,1,7,2,0,0,0.360,0.0,0,0,0,0,0,0,0.00,0.00
683409,Angel Chivilli,NYY,0,0,0,0,0,0,0,0,0,0,0.000,1.0,0,0,0,6,5,1,54.00,6.00
694197,Angel Genao,CLE,21,19,4,1,2,0,7,1,1,0,0.429,0.0,0,0,0,0,0,0,0.00,0.00
682657,Angel Martínez,CLE,21,19,3,1,9,0,7,1,0,0,0.400,0.0,0,0,0,0,0,0,0.00,0.00
641743,Anthony Kay,CWS,0,0,0,0,0,0,0,0,0,0,0.000,6.0,1,0,4,2,6,1,3.00,1.17
678011,Anthony Seigler,BOS,18,15,2,0,3,0,5,2,0,1,0.389,0.0,0,0,0,0,0,0,0.00,0.00
622608,Antonio Senzatela,MIL,0,0,0,0,0,0,0,0,0,0,0.000,2.1,0,0,2,2,3,1,7.71,1.71
547973,Aroldis Chapman,BOS,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,0,0,2,3,1,9.00,2.00
669720,Austin Hays,SD,1,1,1,1,2,0,1,0,0,0,1.000,0.0,0,0,0,0,0,0,0.00,0.00
595978,Austin Hedges,CLE,10,8,0,0,1,0,1,2,0,0,0.300,1.1,0,0,1,0,0,0,0.00,0.00
668885,Austin Martin,MIN,19,16,1,0,1,1,2,1,2,0,0.263,0.0,0,0,0,0,0,0,0.00,0.00
663586,Austin Riley,ATL,22,20,3,2,5,0,6,1,0,1,0.318,0.0,0,0,0,0,0,0,0.00,0.00
669224,Austin Wells,NYY,18,17,2,1,3,1,6,0,1,0,0.389,0.0,0,0,0,0,0,0,0.00,0.00
642851,Austin Wynns,TEX,6,6,0,0,0,0,3,0,0,0,0.500,0.0,0,0,0,0,0,0,0.00,0.00
641927,Bailey Ober,MIN,0,0,0,0,0,0,0,0,0,0,0.000,6.0,0,0,0,3,6,0,4.50,1.00
690829,Ben Joyce,LAA,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,0,2,0,1,1,0.00,1.00
701162,Ben Malgeri,DET,2,1,1,0,0,0,1,1,0,0,1.000,0.0,0,0,0,0,0,0,0.00,0.00
687239,Ben Peoples,TEX,0,0,0,0,0,0,0,0,0,0,0.000,1.0,0,0,1,0,0,1,0.00,1.00
700250,Ben Rice,NYY,26,21,2,1,2,0,2,5,0,0,0.269,0.0,0,0,0,0,0,0,0.00,0.00
666163,Ben Rortvedt,LAD,4,4,0,0,0,0,1,0,0,0,0.250,0.0,0,0,0,0,0,0,0.00,0.00
810938,Ben Williamson,TB,5,5,1,0,0,0,1,0,0,0,0.200,0.0,0,0,0,0,0,0,0.00,0.00
656986,Bennett Sousa,HOU,0,0,0,0,0,0,0,0,0,0,0.000,2.1,0,0,2,1,2,0,3.86,0.86
694918,Blade Tidwell,SF,0,0,0,0,0,0,0,0,0,0,0.000,5.0,0,0,3,2,6,1,3.60,1.40
676620,Blake Weiman,LAA,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,0,2,0,2,0,0.00,1.00
691458,Blaze Jordan,STL,13,12,1,0,0,0,5,0,1,0,0.462,0.0,0,0,0,0,0,0,0.00,0.00
666182,Bo Bichette,NYM,28,26,4,1,6,0,11,2,0,0,0.464,0.0,0,0,0,0,0,0,0.00,0.00
677951,Bobby Witt Jr.,KC,25,22,6,0,3,1,8,3,0,0,0.440,0.0,0,0,0,0,0,0,0.00,0.00
695418,Brad Lord,WSH,0,0,0,0,0,0,0,0,0,0,0.000,3.2,0,0,4,1,2,0,2.45,0.55
695731,Braden Montgomery,CWS,26,20,5,1,4,0,4,5,1,0,0.385,0.0,0,0,0,0,0,0,0.00,0.00
699134,Bradgley Rodriguez,SD,0,0,0,0,0,0,0,0,0,0,0.000,5.0,1,0,3,0,0,0,0.00,0.00
669620,Brady Basso,ATH,0,0,0,0,0,0,0,0,0,0,0.000,3.0,0,0,0,0,0,0,0.00,0.00
691781,Brady House,WSH,19,17,3,1,1,0,3,1,1,0,0.263,0.0,0,0,0,0,0,0,0.00,0.00
663903,Brady Singer,CIN,0,0,0,0,0,0,0,0,0,0,0.000,12.0,0,0,9,6,13,4,4.50,1.42
663604,Brandon Lockridge,MIL,2,2,1,0,0,1,0,0,0,0,0.000,0.0,0,0,0,0,0,0,0.00,0.00
664040,Brandon Lowe,PIT,29,27,4,2,3,0,6,2,0,0,0.276,0.0,0,0,0,0,0,0,0.00,0.00
669016,Brandon Marsh,PHI,30,26,3,0,3,0,5,3,0,1,0.267,0.0,0,0,0,0,0,0,0.00,0.00
607043,Brandon Nimmo,TEX,24,23,3,2,6,0,8,1,0,0,0.375,0.0,0,0,0,0,0,0,0.00,0.00
694297,Brandon Pfaadt,AZ,0,0,0,0,0,0,0,0,0,0,0.000,13.2,1,0,5,0,7,3,0.00,0.73
