mlbam_id,player_name,team,weekly_pa,weekly_ab,weekly_r,weekly_hr,weekly_rbi,weekly_sb,weekly_h,weekly_bb,weekly_hbp,weekly_sf,weekly_obp,weekly_ip,weekly_w,weekly_sv,weekly_k,weekly_er,weekly_pitch_h,weekly_pitch_bb,weekly_era,weekly_whip
805999,A.J. Ewing,NYM,27,24,3,0,3,3,6,1,0,2,0.259,0.0,0,0,0,0,0,0,0.00,0.00
621345,A.J. Minter,MIN,0,0,0,0,0,0,0,0,0,0,0.000,3.1,0,0,5,0,2,0,0.00,0.60
805123,AJ Blubaugh,HOU,0,0,0,0,0,0,0,0,0,0,0.000,4.2,0,1,3,1,2,0,1.93,0.43
700363,AJ Smith-Shawver,ATL,0,0,0,0,0,0,0,0,0,0,0.000,4.1,0,0,4,2,4,2,4.15,1.38
676879,Aaron Ashby,MIL,0,0,0,0,0,0,0,0,0,0,0.000,0.2,0,0,1,4,3,1,54.00,6.00
607481,Aaron Bummer,KC,0,0,0,0,0,0,0,0,0,0,0.000,1.0,0,0,0,3,4,0,27.00,4.00
650644,Aaron Civale,CHC,0,0,0,0,0,0,0,0,0,0,0.000,2.0,0,1,1,0,1,0,0.00,0.50
605400,Aaron Nola,PHI,0,0,0,0,0,0,0,0,0,0,0.000,5.2,0,0,4,1,5,3,1.59,1.41
682842,Abner Uribe,MIL,0,0,0,0,0,0,0,0,0,0,0.000,2.2,0,0,3,0,2,0,0.00,0.75
671936,Adam Macko,TOR,0,0,0,0,0,0,0,0,0,0,0.000,0.2,0,0,1,1,1,0,13.50,1.50
680728,Adrian Del Castillo,AZ,8,8,0,0,0,0,0,0,0,0,0.000,0.0,0,0,0,0,0,0,0.00,0.00
605288,Adrian Houser,SF,0,0,0,0,0,0,0,0,0,0,0.000,4.2,0,0,3,1,5,1,1.93,1.29
670970,Adrian Morejon,SD,0,0,0,0,0,0,0,0,0,0,0.000,3.2,0,1,7,0,2,1,0.00,0.82
702176,Alan Roden,MIN,11,9,2,0,0,0,2,2,0,0,0.364,0.0,0,0,0,0,0,0,0.00,0.00
544150,Albert Suárez,BAL,0,0,0,0,0,0,0,0,0,0,0.000,2.1,0,0,2,5,8,2,19.29,4.29
664761,Alec Bohm,PHI,25,24,2,0,3,1,7,1,0,0,0.320,0.0,0,0,0,0,0,0,0.00,0.00
